# AIST/GSJ, Geochemical Map of Hot Spring Waters (GRES-DB ONSEN 2020), gbank.gsj.jp/gres-db
# source:    https://gbank.gsj.jp/gres-db/download/onsen/GSJ_DB_GRES-DB_ONSEN_2020.zip
# sha256:    09ceca4ebf6a4ba366c6093845f190b95e2fd3a2ad7c7d97f0ac074bc4a68cab
# licence:   政府標準利用規約 第2.0版 (CC BY 4.0 compatible), attribution required
# generated: scripts/fetch-aist.mjs -- do not edit by hand
#
# Positions are the AREA CENTROID of the polygon each row publishes. Every
# cell in this file is 187-191 m across, which is a publisher privacy
# choice rather than GPS scatter. The centroid is a distance key only: it
# must never be written to a record location or used to mint a pin.
ser	onsenName	sourceName	prefecture	lat	lng	measuredAt	celsius	unit	ph	tds	sodium	calcium	magnesium	iron	chloride	sulfate	bicarbonate	silica
161	川湯温泉	白樺荘	北海道	43.63847726600559	144.43836842090604	1978	48.7	mg/l	1.64	4183	329.5	117	49.8	77.73	959.2	2875		99.1
162	川湯温泉	第1ホテル橋下流10m	北海道	43.637267805406594	144.43904619849496	1978	38.2	mg/l	1.7	4069	332.5	126.4	42.6	73.13	895.5	2680		173.2
163	川湯温泉	川湯山荘(学校共済)	北海道	43.63666829375275	144.44056012105227	1978	59.2	mg/l	1.6	5065	391	143.4	62.8	95.6	1189	3447		223.6
164	川湯温泉	川湯パークホテル	北海道	43.636669601565565	144.44056460730985	1978	52.4	mg/l	1.68	4147	343.7	125.9	49.5	48.6	937.9	2854		151.9
165	川湯温泉	ダイマル裏	北海道	43.63638472667096	144.4405414976649	1978	51.2	mg/l	1.63	4608	376.8	136.4	56.7	86	1080	3174		116.7
166	川湯温泉	野賀美旅館	北海道	43.64055824957925	144.4302856122979	1959	52	mg/kg	1.5	6027	500	227.2	10.4		1512	4503.715		164.63
167	川湯温泉	摩周荘	北海道	43.63833383078332	144.43694703844002	1960	58	mg/kg	2.2	1983	155	10.7	14.7		495.2	929.903		112.933
168	川湯温泉	北洋相互銀行	北海道	43.639440335382446	144.43832085453064	1970	54	mg/kg	1.4	5633	370	207	48.8		1260	3237.556		173.862
169	川湯温泉	北電つつじ荘	北海道	43.63999998887886	144.43611108579873	1978	58.8	mg/kg	1.6	4838	381.7	147.3	63.1		1101	3310		213.619
170	川湯温泉	北海道拓殖銀行	北海道	43.63944414382954	144.4383329009089	1959	61	mg/kg	1.5	6140	445	273.7	37.8		1425	1356.715		155.783
171	川湯温泉	福住	北海道	43.63916553319852	144.43693909116408	1957	52	mg/kg	1.8	5697	919.7	218.6	11.1		1203.4	3278.351		198.479
172	川湯温泉	道民生部保険課	北海道	43.64055622130629	144.43472217291955	1959	62	mg/kg	1.5	6912	450	232.6	68		1554.3	4043.7		224.405
173	川湯温泉	湯の閣ホテルB	北海道	43.639307622646704	144.4310694501955	1978	43.3	mg/kg	1.79	3092	224.2	91.6	26		672.5	3023		104.809
174	川湯温泉	湯の閣ホテルA	北海道	43.63935272844463	144.4312548436971	1978	51	mg/kg	1.65	4372	374	133.4	51		991	3007		185.617
175	川湯温泉		北海道	43.639161476737044	144.43859298547866	1978	38.3	mg/kg	1.7	4069	332.5	126.4	42.6		895.5	2680		173.216
176	川湯温泉	第一ホテル	北海道	43.63741620291696	144.43903548750646	1953	58.6	mg/kg	1.4	6606	434.16	214.76	31.2		1391.6	4037.878		274.871
177	川湯温泉	太平洋炭鉱I	北海道	43.63861098448625	144.43888881871635	1953	61.8	mg/kg	1.4	6370.5	448.6	197.97	8.84		1271.6	3908.615		243.968
178	川湯温泉	泉陽館	北海道	43.64027895714092	144.43305913277294	1953	63	mg/kg	1.4	6522	347.7	234.4	14.6		1493.8	3979.867		179.478
179	川湯温泉	泉陽閣	北海道	43.6405529234389	144.43304516099812	1978	56.1	mg/kg	1.56	4923	385.1	150.3	62.5		1229	3404		212.719
180	川湯温泉	川湯観光ホテル	北海道	43.63657262579279	144.4394486038212	1950	60	mg/kg	1.8	5305	546.9	10.4	13.86		1356	2875.43		205.48
181	川湯温泉	川湯ホテル	北海道	43.63651882018871	144.43920111071458	1957	56	mg/kg	1.6	5119.5	245.2	248	55.8		1201	3320.761		157.706
182	川湯温泉		北海道	43.64083294018538	144.43194267819547	1965	48	mg/kg	1.7	581	400	239	12.7		1142	3485.796		62.006
183	川湯温泉	十条製紙源泉横	北海道	43.6400003823476	144.43527925828963	1978	50.6	mg/kg	1.58	4883	383.3	147.8	64.6		1150			150.714
184	川湯温泉	寺尾6号泉	北海道	43.640830126427524	144.43137878790532	1964	46	mg/kg	1.4	4334.5	240	202.9	8.6		1216	2764.081		193.864
185	川湯温泉	寺尾5号泉	北海道	43.64111160158976	144.43055792910022	1964	46	mg/kg	1.4	4015	191.9	153.6	11.6		1103	2587.793		158.091
186	川湯温泉	寺尾3号泉	北海道	43.640832244700164	144.43082963172267	1964	48	mg/kg	1.4	4862	215	174	10.1		1314	3119.614		168.861
187	川湯温泉	山形屋	北海道	43.63944900886498	144.43835068549112	1953	57	mg/kg	1.4	6299.5	478.7	176.1	6.6		1400.1	3725.165		176.939
188	川湯温泉	札幌郵政局	北海道	43.63944489063592	144.43861588072258	1953	53	mg/kg	1.4	5249.8	152.8	170			1029.5	3517.651		297.411
189	川湯温泉		北海道	43.639165321567525	144.43693861072444	1978	51.2	mg/kg	1.63	4608	376.8	136.4	56.7		1080	3174		116.71
190	川湯温泉	国鉄共済白樺荘	北海道	43.63875392896802	144.43826786817291	1978	48.7	mg/kg	1.64	4183	329.5	117	49.8		959.2	2875		99.109
191	川湯温泉	高野2号泉	北海道	43.63916820573303	144.4372261202213	1956	60	mg/kg	1.5	6177.5	489.4	243.7	48.1		1544.3	3779.2		199.633
192	川湯温泉	高野1号泉	北海道	43.63917040550327	144.43723298845748	1956	59	mg/kg	1.54	6330.5	472.3	244.4	74.9		1558.9	3744.727		172.393
193	川湯温泉	御園ホテル	北海道	43.63901217713178	144.43387947260342	1978	58.1	mg/kg	1.58	5075	389.7	159.3	65.5		1239	3547		224.82
194	川湯温泉	湖山荘	北海道	43.63610387185615	144.4389443334665	1967	54	mg/kg	1.4	5810	356	213	39		1384	2852.638		145.398
195	川湯温泉	湖山荘	北海道	43.635960088614915	144.43891351827898	1978	45.6	mg/kg	1.65	4198	330	126.9	51		966.2	2866		182.516
196	川湯温泉	橘屋旅館	北海道	43.637158778084874	144.43824732371894	1956	59.5	mg/kg	1.52	5835	391.4	239.4	80.9		1833.3	3290.567		137.782
197	川湯温泉		北海道	43.64027965904968	144.43333856643574	1953	65	mg/kg	1.4	6610	298.2	226.9	16.9		1159.6	4104.109		177.324
198	川湯温泉	岩崎2号泉	北海道	43.64056026154601	144.43279106935177	1964	43	mg/kg	1.2	5224.5	335	323	23.8		1476	3905.613		193.479
199	川湯温泉	岩崎1号泉	北海道	43.64055790671185	144.43278333734065	1964	62	mg/kg	1.2	6026.5	350	299.4	15.2		1757	4324.801		187.325
200	川湯温泉	学校共済川湯山荘	北海道	43.63916909122456	144.43500742565828	1978	59.2	mg/kg	1.6	5065	391	143.4	62.8		1189	3447		223.62
201	川湯温泉		北海道	43.639723349825225	144.43583770638415	1964	53	mg/kg	1.3	5296.5	325	216.5	27.5		1363	3408.929		146.167
202	川湯温泉		北海道	43.640834273972956	144.43472656346316	1966	61.5	mg/kg	1.4	6346	301	305	27		1633	3375.083		198.479
203	川湯温泉	パークホテル	北海道	43.63860898005244	144.43610428193304	1978	52.4	mg/kg	1.68	4147	343.7	125.9	49.5		937.9	2854		151.914
204	清里	清里町	北海道	43.833612117416976	144.59306000427273	1979	54.6	mg/l	7.9	5497	1784	130.2	4.9	0.39	3000	35	120.2	156.3
205	瀬戸瀬温泉		北海道	43.940187189420094	143.4289422317552	1977	43.6	mg/l	9.3	143	33.9	2.2	0.1		8	21.6	64.7	47.8
206	仁伏温泉	富士火災湖畔荘	北海道	43.64338618408933	144.39461098983588	1977	43.2	mg/kg	7.1	581	162.8	7.2	4.1		93.2	74.5	233	131.112
207	仁伏温泉		北海道	43.64292104513434	144.39409371448895	1970	41	mg/kg	7.6	606	150	16.2	4.9		96	42	304	71.545
208	仁伏温泉	辻谷建設	北海道	43.643402293812855	144.3928718737549	1977	46.7	mg/kg	7.6	662	175.2	7.4	3.7		104.3	30.2	318.4	164.915
209	仁伏温泉		北海道	43.6431967940211	144.39353855201708	1964	45	mg/kg	7.4	629.5	197.1	11.7	2.8		94.8	84.7	280.6	69.237
210	仁伏温泉		北海道	43.64378195060665	144.39341283085028	1964	44	mg/kg	7.4	667.5	214.7	10.3	4.1		105.4	74.4	335.5	91.008
211	仁伏温泉		北海道	43.64374650316725	144.3939453445181	1966	35	mg/kg	7.5	656.5	171	10	2		78	45	328	116.934
212	仁伏温泉		北海道	43.64304074202312	144.39495177796607	1970	49.5	mg/kg	7.6	661	168	16.2	0.98		113	58	280	109.241
213	仁伏温泉	営林署小浴場	北海道	43.64335687061196	144.39024547641236	1964	46	mg/kg	7.4	580.5	202	6	3.8		105.1	65.8	327	58.851
214	仁伏温泉	営林署	北海道	43.64357430783568	144.3904666686654	1977	43.8	mg/kg	7.3	666	186	7.4	3.8		103.2	30.5	313.5	165.715
215	仁伏温泉	にぶしの里	北海道	43.64369700440523	144.39789384118268	1977	43.3	mg/kg	7	680	145.4	25.3	8.3		110.7	127.8	176.9	148.413
216	仁伏温泉	トヨタ湖の家	北海道	43.643662943727364	144.39517481685837	1977	43.8	mg/kg	7.6	546	136.9	10.3	3.9		58.2	88.9	215.9	141.613
217	上武佐温泉	及川	北海道	43.617157419733275	144.99673007393622	1980	42.1	mg/l	7.7	7001	2409	143.1	12	0.04	3764	328.8	67.7	91.5
218	小鉢平温泉	小鉢平-3	北海道	43.65860748675403	142.87998843097097	1988	10.5	mg/l	6.3	920	26.34	131.84	43.94		3	445	12.9	76
219	女満別温泉	女満別町	北海道	43.907527096528796	144.17302839376617	1978	25.4	mg/l	8.9	461	136	2.4	1	0.07	151.9		139.1	79
220	斜里川ニノ沢鉱泉		北海道	43.67948274021788	144.69984093871764	1993	8	mg/l	3.8	120	5.5	8.4	1.9	1	5.9	47		35
221	斜里温泉		北海道	43.912221372459385	144.6438879662959	1978	48.3	mg/l	8.5	1490	520	6.3	1.2	0.03	203.1	5	1137	147.2
222	斜里温泉	長屋水道	北海道	43.906110439692604	144.66083122835212	1979	46.4	mg/l	7.9	946	319.5	5.3	1.4	0.3	159.6	7.8	629.5	135.2
223	鹿の湯		北海道	43.6255736891548	143.31898499231454	1977	26	mg/l	8.9	823	290.3	3.8	0.4	0.04	390.3		134.8	74.3
224	鹿の沢	鹿の沢C	北海道	43.50104796889204	142.89702758662375	1974	70.1	mg/l	1.53	131	2.7	3.8	2.9	0.73	7.8	47.8		38.8
225	鹿の沢	鹿の沢B	北海道	43.50112348630902	142.89704076565877	1974	71.7	mg/l	2.49	314	15.7	27.3	10	31.11	3.8	176.4		93.4
226	鹿の沢	鹿の沢A	北海道	43.501192090509086	142.897036629098	1974	69.6	mg/l	2.51	569	2	5.1	3.5	6.6	6.9	90.8		90.7
227	鹿の子温泉		北海道	43.61773257321885	143.44221545218525	1977	32.5	mg/l	9.4	337	103.1	2.2	0.3	0.03	83.5	70.2	53.7	47.9
228	崎無異川鉱泉		北海道	43.842870187556336	144.94673327223785	1998	9.2	mg/l	5.4	3980	757	424	58.9	8.62	1170	904	613	31.5
229	砂湯	板谷泉源	北海道	43.62110914393965	144.35840279552858	1977	77.2	mg/kg	6.7	1208	300.8	21.6	22.7		80.7	119	762.5	239.922
230	砂湯	砂湯レストハウス	北海道	43.624352350218004	144.3598645167206	1977	55.3	mg/kg	6.7	1050	292	24.2	18.1		63.9	101.1	714.9	124.611
231	高原温泉	湯沼下流20m点	北海道	43.62432176063823	142.91029865538772	1977	71.4	mg/l	6.5	487	54.8	19.9	6.7	0.05	5.2	34.6	259.3	212.4
232	高原温泉	大雪山有毒2号	北海道	43.68063551660839	142.88393305628088	1964	48	mg/kg	2.6	502	52.5	32.1	8		117.1	275.368		11.001
233	高原温泉	大雪山有毒1号	北海道	43.680644872282265	142.88396011009277	1964	55	mg/kg	2.8	970	174	63.9	21.4		319.5	466.217		60.929
234	高原温泉	大雪観光-間欠泉	北海道	43.62802788604011	142.93157628924337	1968	92	mg/kg	5.1	241.5	45	13.5	2		3.5	143	24.4	6.001
235	高原温泉	大雪観光-ヤンペ	北海道	43.6244863031626	142.92254813650501	1968	95	mg/kg	6.8	713	61	70	22		17.5	432	43	27.464
236	高原温泉	大雪観光-B泉	北海道	43.62606666627348	142.93109687192904	1968	96	mg/kg	2.2	554	3	12	2		14.2	491.653		49.446
237	高原温泉	雪祭温泉下流500m	北海道	43.630556120254994	142.91500027919417	1977	55.5	mg/l	6.5	482	62.2	61.5	12.9	0.48	7.1	5	408.7	127.1
238	高原温泉	高原温泉A	北海道	43.62630698887374	142.93092102495	1977	93.7	mg/l	2.61	467	4.2	5.9	3.2	3.22	19.2	255.8		56.1
239	高原温泉	高原温泉-1	北海道	43.62613505246272	142.93130811305826	1988	91.3	mg/l	3	259	3.06	3.96	1.14			113		58.5
240	高原温泉	ヤンベ温泉-1	北海道	43.62431906975278	142.92238980503592	1988	95.3	mg/l	1.2	16200	87.6	120.16	121.77			9200		492
241	高原温泉	ヤンベタップ噴気口	北海道	43.627029013148416	142.9304555209854	1977	92.2	mg/l	2.4	1794	19.8	44.9	17.2	38.15	13.5	1064		153.6
242	高原温泉	ヤンベタップ町自然湧出泉	北海道	43.61860214292234	142.96973946468376	1977	44.1	mg/l	6.7	606	172	37.1	4.8	0.15	63.9	3	481.9	75.8
243	高原温泉	ヤンベタップ町ボーリング	北海道	43.618526417449054	142.9692914906184	1977	38	mg/l	6.7	677	174.4	36.3	5.2	0.03	73.3	5.8	473.4	60.3
244	高原温泉	ヤンベタップ川上流-1	北海道	43.62438241142783	142.9225878228072	1988	53.8	mg/l	7	407	63.11	58.7	4.87		0.6		352	140
245	高原温泉	ヤンベタップ川下流-1	北海道	43.61838638526504	142.9696034535257	1988	39.5	mg/l	6.9	757	200	41.23	4.08		86.4		492	78.4
246	薫別温泉		北海道	43.79800678409886	144.94364516886506	1993	64.5	mg/l	7.4	5500	1800	210	12	0.67	2700	430	190	82
247	岩尾別温泉	岩尾別温泉B	北海道	44.11033918395578	145.08983936070507	1978	53.6	mg/l	6.1	2304	475.6	201.3	59.7	0.7	615.5	290	797.9	131.6
248	岩尾別温泉	岩尾別温泉A	北海道	44.110427552164225	145.089805288402	1978	60.1	mg/l	6.9	1679	360.4	140.6	34.6	0.08	353	209.2	719.8	157.6
249	岩間温泉		北海道	43.516002275786136	143.04931137425328	1966	60	mg/kg	6	2143.5	618	89	8.6		994	71	280	127.704
250	岩間温泉	岩間温泉B	北海道	43.516030054210525	143.04924924944046	1973	59.1	mg/l	6.1	2171	629	47.1	5	0.06	994	10	281.8	121.8
251	岩間温泉	岩間温泉A	北海道	43.51604110648334	143.04924528508695	1973	63.5	mg/l	6.7	2353	691	54	5.9	0.06	1083	13	266	136.8
252	丸瀬布温泉	翠明荘	北海道	43.91465679618773	143.32863816506566	1977	29.4	mg/l	8.2	802	281.6	5	1.4	0.07	232		358.7	52.3
253	開陽台温泉		北海道	43.62294882055577	144.8840006639573	1993	53.4	mg/l	8	2200	690	76	1.6	0.7	1100	280	46	9.1
254	海別温泉		北海道	43.89013773028979	144.91004105515816	1998	27	mg/l	5	2150	25.6	459	46.8	3.85	9.6	1280	158	83
255	温根湯温泉	武華ホテル2号	北海道	43.75846914612801	143.50744551848928	1977	42.6	mg/l	6.9	392	107.2	7.5	1.4	0.3	78.7	93	76.3	70.8
256	温根湯温泉	武華ホテル1号	北海道	43.75858968723868	143.5074430869425	1977	51.8	mg/l	8.6	370	110.8	5	0.4	0.03	81.5	62.4	104.9	68.1
257	温根湯温泉	大江本家4号	北海道	43.76020095707004	143.5093109983186	1977	44.4	mg/l	8.7	385	109	4.9	0.6	0.02	81.5	63	105.5	68.8
258	温根湯温泉	大江本家2号	北海道	43.76022761680106	143.50924759222772	1977	55.1	mg/l	8.7	377	106.3	4.8	0.4	0.03	79.9	63.8	93.3	71.3
259	温根湯温泉	花水荘1号	北海道	43.75851948474917	143.5077049585871	1977	49.1	mg/l	8.6	372	110.2	5.4	0.5		77.3	60.7	112.2	66.3
260	温根湯温泉	温根湯ホテル2号	北海道	43.75989900091451	143.5071355299592	1977	48.3	mg/l	8.7	377	113.9	5.1	0.2	0.07	85.6	59.3	114.7	66.4
261	温根湯温泉	いずほ観光1号	北海道	43.75762411418943	143.50900535014983	1977	44.4	mg/l	9.1	286	100.5	1.6	0.2		84.7	23.3	93.3	30
262	塩別温泉	塩別温泉2号	北海道	43.73863830179204	143.42045116972812	1977	40.4	mg/l	9.3	186	49.3	0.5	0.1	0.01	26.3		95.8	66.3
263	塩別温泉	塩別温泉1号	北海道	43.738651446894636	143.4203443932429	1977	38.4	mg/l	9.3	199	51	0.3	0.4	0.01	29.1		95.2	68
264	越川温泉		北海道	43.834296438633416	144.79219540778695	1998	51.1	mg/l	7	7590	1750	536	54.6	0.62	1930	2680	192	24
265	宇登呂温泉	斜里バス	北海道	44.069370064031695	144.99412021255392	1978	42.3	mg/l	8.7	1284	492	4.6	3.3	0.07	290.8	3	871.1	28.6
266	宇登呂温泉	桑島井	北海道	44.071685581737434	144.99583885841417	1967	27	mg/l	7.8	7784	2322	30	138		2556	162	2422	25.5
267	宇登呂温泉	温泉利用組合6号井	北海道	44.06918385776795	145.00250231253537	1979	58.2	mg/l	7.5	6189	2042	175.2	83.3	1.05	2455	460.2	1671	49.9
268	宇登呂温泉	温泉利用組合5号井	北海道	44.06928927607383	145.00225134058752	1978	40.3	mg/l	6.7	10968	3572	312.6	205.5	8.33	5048	292.1	2678	26.9
269	宇登呂温泉	温泉利用組合4号井	北海道	44.06907944942766	145.0023249446618	1978	53.2	mg/l	7.1	6448	2060	195.1	97.8	0.29	2542	390	1897	36.3
270	宇登呂温泉	温泉利用組合3号井	北海道	44.06907876838981	145.00212955683912	1978	37.3	mg/l	6.7	11191	3592	306.8	218.7	7.58	5244	268.5	2458	31.1
271	宇登呂温泉	ホテル知床	北海道	44.06551126355802	145.00192225096382	1965	32.6	mg/l	7.1	16538	5170	532	284	2.17	8551	8	2203	25.8
272	稲富温泉		北海道	43.87816140149944	144.2722389971187	1978	48.6	mg/l	8	14124	4660	385.7	61.8	0.29	7997	2	135.4	92.8
273	旭岳噴気孔		北海道	43.663887759956125	142.83388502616262	1977	92.8	mg/kg	0.46	4316	61.6	160.8	50.6			2919		303.481
274	旭岳火口	旭岳姿見の池噴気ロ	北海道	43.66222448053122	142.84723059361048	1977	92.8	mg/l	0.46	4316	61.6	160.8	50.6	308.5	20969	2919		303.5
275	旭岳火口	旭岳火ロ-1	北海道	43.6611118383067	142.8433352723839	1988	82.5	mg/l	1.2	3360	50.93	50.27	32.1		16	3120		280
276	旭岳温泉	勇駒荘泉源	北海道	43.64773274134402	142.79037307659442	1988	46.9	mg/l	6	1900	180.31	153.44	112.56		322	634	317	169
277	旭岳温泉	白雲荘泉源-1	北海道	43.64811545200462	142.79516890391562	1988	42.4	mg/l	6	1640	108.31	144.84	86.28		302	540	124	165
278	旭岳温泉	仰岳荘泉源	北海道	43.65093132558967	142.79754652853615	1988	52.9	mg/l	5.8	1830	120.62	177.24	102.66		342	628	160	192
279	旭岳温泉	えぞまつ荘分湯槽	北海道	43.65060295597613	142.7991129863301	1988	45.5	mg/l	6.2	1330	96.34	155.74	18.55		270	532	124	150
280	旭の湯	矢沢温泉	北海道	43.660843107897215	142.8157506920709	1977	47.8	mg/l	5.9	915	67	99.5	44.8	6.69	93	309.9	147.6	157.7
281	旭の湯	天人の湯-1	北海道	43.6569419344389	142.81860470440648	1988	47.3	mg/l	6	970	68.9	82.89	44.28		110	346	125	160
282	旭の湯	旭の湯A	北海道	43.66080481955755	142.81569308568672	1977	52.2	mg/l	5.9	1067	75.3	124.5	44.2	4.58	92.3	394.2	154.3	174.1
283	愛山渓温泉	上川町	北海道	43.72009176295794	142.8151323904741	1958	46	mg/kg	7.8	1517.2	334.4	28.8	74.9		102.9	383.8	790.1	79.084
284	愛山渓温泉	愛山渓温泉B	北海道	43.71999372846504	142.81331256141667	1977	44.6	mg/l	6.9	1520	282.5	96.7	74.5	1.18	102.9	365.1	836.9	179.2
285	愛山渓温泉	愛山渓温泉A	北海道	43.72000406659743	142.81334671232196	1977	44.9	mg/l	6.4	1557	285	97.1	73.5	1.38	105	373.3	849.1	168.9
286	愛山渓温泉	愛山渓-1	北海道	43.71722519282264	142.81862192317033	1988	44.8	mg/l	6.5	1510	251.83	84.51	72.75		22.8	374	635	181
287	愛山渓温泉	新湯	北海道	43.720002777896944	142.81445232626814	1985	48.9	mg/l	7.6	1500	280	89	83	0.8	100	370	850	180
288	愛山渓温泉	旧湯	北海道	43.71972104713128	142.81471923566917	1985	49.5	mg/l	7.6	1480	270	88	82	0.3	98	360	830	180
289	ルベス温泉	ルベス温泉	北海道	43.732279283414606	144.8350718499748	1974	41.8	mg/l	6.3	14550	2981	1224	189.9	18.6	5883	1123	1227	75.9
290	ポン湯(北見温泉)	三光荘2号	北海道	43.7866878683775	143.64234253844555	1978	39.6	mg/l	9.2	591	101.3	5.4	0.3	0.57	66.5	62.9	84.2	52.4
291	ポン湯(北見温泉)	三光荘1号	北海道	43.786743946992246	143.6424193571132	1977	37.9	mg/l	9.3	313	97.3	3.2	0.2	0.05	61.5	62.6	75	48.3
292	セセキ温泉		北海道	44.17794412583006	145.31203866416465	1976	60.4	mg/l	6.6	4881	1506	178.7	23.7	0.64	2338	157	602.7	140.9
293	標津健福温泉		北海道	43.659443219981725	145.12110893601465	1990	42.3	mg/l	8.5	2554	893.7	36.3	1		1331	93.1	85.4	
294	シケレベツ	シケレベツ営林署保養所	北海道	43.75166818557777	143.40764648299674	1977	39.4	mg/l	9.3	121	31	2.2	0.2		11.6	8.9	65.3	37.6
295	コタン温泉	弟子屈町長	北海道	43.56549682941497	144.3418422513163	1977	50.9	mg/l	7.7	827	245.5	3.3	2.2	0.14	161.8	5	425.8	170.3
296	コタン温泉	コタン共同浴場源泉	北海道	43.56555582878267	144.34194274149186	1982	56.5	mg/l	6.9	624	150	25	6.2		65	1.6	390	21
297	屈斜路		北海道	43.57036815136966	144.32037308228604	1982	99	mg/l	9.3	940	250	1.4	0.13		190	35	257	25
298	カムイワッカ・硫黄山	カムイワッカB	北海道	44.15126581590856	145.13475858227534	1978	81.5	mg/l	1.63	7791	636	126.1	261.5	32.48	1562	4682		341.5
299	カムイワッカ・硫黄山	カムイワッカA	北海道	44.15198772596849	145.13265526304272	1978	80	mg/l	1.69	7250	528	119.5	246.4	26.8	1592	3491		315
300	オショバオマブ川温泉	オショバオマブ川温泉B	北海道	43.965350702652245	144.89472582682396	1998	35.2	mg/l	7.3	2000	544	84	1	0.4	728	402	38.8	52
301	(女満別町)	女満別町1号井	北海道	43.90777970125308	144.17306185364518	1983	51	mg/l	8.2	1204	404	3.2	1.1		239.4	49.4	622.4	
302	(丸瀬布町)	丸瀬布町2号井	北海道	43.91458579828651	143.32873479943754	1990	45.2	mg/l	8.7	634	211.9	4.9	0.8		180.6		224.7	
303	(丸瀬布町)	丸瀬布町1号井	北海道	43.91459840788818	143.32881010882608	1982	44.4	mg/l	8.5	609	201	1	0.5	0.26	114.2		373.3	53.2
304	(東藻琴村)	東藻琴村3号井	北海道	43.84798366632435	144.28746352559907	1991	51.8	mg/l	7.9	2402	828.1	29.2	2.9		1275		211.9	
305	(中標津町)	中標津トーヨーグランドホテル	北海道	43.55842343953734	144.99080233755242	1993	45.7	mg/l	8.3	2600	880	24	0.11	0.18	1500	210	99	120
306	(津別町)	津別町達美井	北海道	43.724923960039966	144.01335960819208	1982	12.1	mg/l	8.3	33449	11215	770.7	159		19571	5.1	248.9	3.4
307	(斜里町)	斜里町朝日町泉源	北海道	43.90749769398851	144.66999227000653	1982	41.9	mg/l	8	690	205.5	9.8	3.5		183.1	2	312.3	105.2
308	(標津町)	旧武佐鉱山	北海道	43.70173722199201	144.8653796370528	1993	8.6	mg/l	4.4	640	5	110	7.8	1.2	3.9	410		35
309	(標津町)	金山2号井	北海道	43.738343399088954	144.92322285031088	1984	37	mg/l	6.7	15028	3890	485.6	351.5	69.88	3018	5351	1508	64.4
310	(小清水町)	小清水町2号井	北海道	43.85528065310468	144.4727866965148	1991	51.8	mg/l	8.1	2805	853.6	144.5	2.2		1507		152.2	
311	(小清水町)	小清水町1号井	北海道	43.85472131583014	144.46999861250828	1981	54.2	mg/l	8.3	1420	459	39.4	0.7		671.9	13.2	162.5	
312	(訓子府町)	訓子府町泉源	北海道	43.72611241908131	143.72222634614846	1989	50.4	mg/l	7.9	1063	355.5	6.2	1.5		128.6	250.1	416.3	
313	(清里町)	清里町2号井	北海道	43.839722668593154	144.58583588393057	1984	46.2	mg/l	8.8	735	222.7	6.2	0.3		283.6	8.6	88.2	
314	(上川町)	リクマンベツ沢	北海道	43.74202605957162	142.89551161565893	1977	26	mg/l	6	460	76.8	36.3	16.2	0.24	17.4	82.7	302.6	105
315	(上川町)	上川町KR-1	北海道	43.78236987017749	142.90258084382447	1984	24	mg/l	8.1	506	80.9	12.3	5.6		29.6	69.9	164.7	12.6
316	(置戸町)	メモリーハウスおけと	北海道	43.61386369901218	143.38050601367607	1984	47.7	mg/l	8.8	307	114.6	2.2	0.7		41.8	1.2	193.2	
317	(置戸町)	置戸町勝山地区泉源	北海道	43.63210535056491	143.4937662646049	1991	52.4	mg/l	7.8	1795	546.7	90.3	2.5		756.3	291.4	94.1	
318	(歌登町)	歌登町源泉	北海道	44.78555417695571	142.5172148882282	1987	19.8	mg/l	7.3	215.5	60.3	10.2	2.6		31.2	47.7	86.6	3.3
319	(旭川市)	旭川市泉源	北海道	43.719088827833566	142.68442805643772	1992	43	mg/l	8	2482	231	471.9	0.2		40.1	1552	23.1	
320	昭和火□	湯の沢(熊の沢)	北海道	43.43036269290641	142.67781588188092	1977	79.1	mg/l	1.8	9494	168.9	287.3	200.8	103.44	1441	5748		323.7
321	安政火口	凌雲閣泉源	北海道	43.40928821589483	142.66035528562307	1977	92.6	mg/l	2.1	2130	9.4	66.9	19.1	39.96	240	1345		343.2
322	十勝岳温泉	凌雲閣上流50m右岸	北海道	43.41305935477727	142.64389991011015	1977	25	mg/l	2.8	834	17.8	43.3	10.3	2.65	93	405.8		125.4
323	十勝岳温泉	維摩滝下流30m右岸	北海道	43.4128504102156	142.64327297952414	1977	30.4	mg/l	2.4	1243	15.2	79.1	11.2	13	126.4	670.4		135.2
